code,uh_name,bh_esc,bh_month,bh_pc,bh_er,bh_rh,bh_qd
1394,Cuenca Tumbes,Observado,1,107.7222222,31.4940105,34.65572299,62.12648459
1394,Cuenca Tumbes,Observado,2,181.995216,50.79586504,66.03660634,138.4618328
1394,Cuenca Tumbes,Observado,3,227.9540123,79.12816056,98.19603302,190.2170448
1394,Cuenca Tumbes,Observado,4,199.0138889,66.46601284,111.6684309,224.7579046
1394,Cuenca Tumbes,Observado,5,38.98425926,23.4930095,74.63565556,157.276371
1394,Cuenca Tumbes,Observado,6,8.394444444,7.102611173,46.13475397,102.0334
1394,Cuenca Tumbes,Observado,7,1.109876543,1.892803067,33.3169064,69.61576075
1394,Cuenca Tumbes,Observado,8,0.621296296,0.926561151,23.71103227,48.08503172
1394,Cuenca Tumbes,Observado,9,2.068364198,2.102073301,16.64104744,33.75869834
1394,Cuenca Tumbes,Observado,10,13.3933642,10.54934587,13.39739608,25.29817793
1394,Cuenca Tumbes,Observado,11,28.13101852,16.23731636,12.87499631,23.61282816
1394,Cuenca Tumbes,Observado,12,42.46388889,19.50354305,15.03674472,26.17583814
4964,Cuenca Tarau,Observado,1,238.9074074,58.21696759,114.0749074,96.64176344
4964,Cuenca Tarau,Observado,2,242.6444444,59.13560185,130.8206944,122.0297729
4964,Cuenca Tarau,Observado,3,202.9726852,92.77057604,137.210463,118.0767204
4964,Cuenca Tarau,Observado,4,150.1236111,74.17891444,119.9300463,97.00925926
4964,Cuenca Tarau,Observado,5,38.38101852,28.86617765,88.14805556,65.30874194
4964,Cuenca Tarau,Observado,6,34.65833333,18.29967176,54.63718981,42.30286944
4964,Cuenca Tarau,Observado,7,14.83611111,13.90287546,38.72883796,30.67035932
4964,Cuenca Tarau,Observado,8,26.90277778,19.83110602,26.76332407,21.07129749
4964,Cuenca Tarau,Observado,9,47.87638889,33.12900694,20.87059259,17.50810278
4964,Cuenca Tarau,Observado,10,135.5273148,52.79139028,28.8689213,21.85349821
4964,Cuenca Tarau,Observado,11,182.7606481,54.00862963,58.599125,50.79121944
4964,Cuenca Tarau,Observado,12,183.0481481,56.47816204,85.96686111,76.75188082
4969,Int Alto Yurúa,Observado,1,307.1061594,58.0513901,136.4423792,458.3320968
4969,Int Alto Yurúa,Observado,2,208.3710145,58.82400229,134.9895531,519.0289252
4969,Int Alto Yurúa,Observado,3,175.4138889,90.83268461,125.3365821,434.8539068
4969,Int Alto Yurúa,Observado,4,145.8807971,74.60302876,104.8968599,379.3694167
4969,Int Alto Yurúa,Observado,5,47.81714976,32.57556123,77.55725362,276.7716308
4969,Int Alto Yurúa,Observado,6,29.5442029,18.38064577,48.24884179,175.2138611
4969,Int Alto Yurúa,Observado,7,16.87161836,14.77211763,34.46831643,120.1200986
4969,Int Alto Yurúa,Observado,8,48.90519324,24.19146824,27.65148188,90.24416667
4969,Int Alto Yurúa,Observado,9,56.05555556,33.81463357,25.01630918,83.28413519
4969,Int Alto Yurúa,Observado,10,122.9466184,52.2039372,32.87819928,103.2439516
4969,Int Alto Yurúa,Observado,11,143.5530193,51.34122464,54.18169565,180.8784324
4969,Int Alto Yurúa,Observado,12,170.2698068,55.87868237,71.71494565,233.1022491
49269,Int Alto Acre,Observado,1,234.8277778,68.09815509,108.1265833,140.4311918
49269,Int Alto Acre,Observado,2,184.5446759,64.7896713,104.9620972,153.2826403
49269,Int Alto Acre,Observado,3,140.0296296,82.17919861,82.68965972,105.4960753
49269,Int Alto Acre,Observado,4,104.3127315,64.64371597,54.97968287,68.50105556
49269,Int Alto Acre,Observado,5,45.06574074,30.63026218,35.81959954,48.4606362
49269,Int Alto Acre,Observado,6,15.8599537,15.00530666,22.7608125,31.54906481
49269,Int Alto Acre,Observado,7,17.00925926,15.24940049,16.26002083,20.5215233
49269,Int Alto Acre,Observado,8,14.16134259,14.23903016,11.82464583,14.64418548
49269,Int Alto Acre,Observado,9,72.34444444,39.59016396,13.6790625,16.4063
49269,Int Alto Acre,Observado,10,126.9986111,60.27652014,33.41109259,49.75403495
49269,Int Alto Acre,Observado,11,87.28773148,53.68313889,38.31288889,59.66059259
49269,Int Alto Acre,Observado,12,128.1425926,61.04588889,43.97046759,61.07699821
49289,Int Alto Iaco,Observado,1,258.8444444,74.35992593,147.4369444,68.94901434
49289,Int Alto Iaco,Observado,2,150.1490741,66.09106481,102.2018241,56.63277401
49289,Int Alto Iaco,Observado,3,162.9935185,86.25427685,87.1777963,42.39516129
49289,Int Alto Iaco,Observado,4,111.6324074,68.43563148,58.1667963,28.291
49289,Int Alto Iaco,Observado,5,51.02037037,34.6401213,34.54841667,16.43445072
49289,Int Alto Iaco,Observado,6,15.76018519,16.02763056,20.81374074,10.24944259
49289,Int Alto Iaco,Observado,7,10.80833333,12.09027037,14.26231481,6.735325269
49289,Int Alto Iaco,Observado,8,16.09259259,15.55431667,10.48903704,4.832357527
49289,Int Alto Iaco,Observado,9,68.37222222,41.32707685,11.6819537,6.033315741
49289,Int Alto Iaco,Observado,10,234.8796296,71.26587037,87.83978704,41.88651344
49289,Int Alto Iaco,Observado,11,92.03148148,58.68951852,61.75774074,35.69065926
49289,Int Alto Iaco,Observado,12,200.2101852,71.73474074,86.06496296,43.75603943
49299,Int 49299,Observado,1,221.2710417,58.30452014,115.991791,786.3034229
49299,Int 49299,Observado,2,244.3906944,59.33413472,133.6236111,1013.008432
49299,Int 49299,Observado,3,173.724375,89.03118302,134.7708306,960.1681989
49299,Int 49299,Observado,4,94.70083333,63.66415117,103.4345417,752.2846481
49299,Int 49299,Observado,5,59.48416667,32.12823431,72.68606181,513.5536918
49299,Int 49299,Observado,6,30.61930556,17.63783828,48.74638681,347.0766343
49299,Int 49299,Observado,7,16.33,14.06203854,35.41537153,244.5820699
49299,Int 49299,Observado,8,26.295,18.18983441,25.01024861,166.2505188
49299,Int 49299,Observado,9,65.60638889,34.03755368,22.06349931,144.837587
49299,Int 49299,Observado,10,130.5708333,51.71071049,33.12769444,199.4654453
49299,Int 49299,Observado,11,197.725,54.38783681,65.17788819,424.8924694
49299,Int 49299,Observado,12,205.449375,58.20858611,93.83853403,628.9485305
174,Cuenca Ilpa,Observado,1,120.7333333,82.60900694,13.95832507,6.732403584
174,Cuenca Ilpa,Observado,2,126.9201389,75.01164583,22.36177924,12.00754697
174,Cuenca Ilpa,Observado,3,93.97430556,71.58286806,21.01653563,10.30091099
174,Cuenca Ilpa,Observado,4,42.59444444,47.9360625,12.27995935,6.170261404
174,Cuenca Ilpa,Observado,5,5.204166667,21.50763194,6.275063576,2.968648414
174,Cuenca Ilpa,Observado,6,3.532638889,12.90184722,4.136894861,1.962386503
174,Cuenca Ilpa,Observado,7,2.258333333,11.11926389,3.097942881,1.382249727
174,Cuenca Ilpa,Observado,8,8.934027778,13.95578472,2.403342569,1.00986625
174,Cuenca Ilpa,Observado,9,14.90069444,18.40703333,1.925424898,0.778699388
174,Cuenca Ilpa,Observado,10,32.54166667,29.78379167,2.181364574,0.845211997
174,Cuenca Ilpa,Observado,11,56.40069444,41.55612778,3.084887224,1.318464819
174,Cuenca Ilpa,Observado,12,106.2118056,66.42768056,6.600850556,2.937880905
156,Cuenca Callaccame,Observado,1,121.5333333,75.43865972,12.71158972,5.179896325
156,Cuenca Callaccame,Observado,2,124.5208333,71.58897222,24.11828322,10.29633395
156,Cuenca Callaccame,Observado,3,63.55347222,62.38428472,13.15501669,5.125811794
156,Cuenca Callaccame,Observado,4,41.53194444,43.43847222,8.980584228,3.417871518
156,Cuenca Callaccame,Observado,5,6.227083333,20.98022917,3.611306656,1.307679561
156,Cuenca Callaccame,Observado,6,7.302083333,14.1638125,2.713373476,0.972573556
156,Cuenca Callaccame,Observado,7,6.70625,13.65994444,2.090533952,0.712566013
156,Cuenca Callaccame,Observado,8,12.41180556,16.12295833,1.824760322,0.572905664
156,Cuenca Callaccame,Observado,9,15.54930556,20.61445694,1.505375101,0.422913283
156,Cuenca Callaccame,Observado,10,30.87013889,29.56648472,2.140023458,0.568954682
156,Cuenca Callaccame,Observado,11,63.36805556,44.2218,4.946931027,1.886611287
156,Cuenca Callaccame,Observado,12,72.28055556,57.70236181,4.331235229,1.702914635
155,Int 0155,Observado,1,137.5125,78.57170833,10.16743931,1.928656551
155,Int 0155,Observado,2,87.45138889,67.94195833,10.12185931,2.151373073
155,Int 0155,Observado,3,44.55972222,54.97708333,5.479827083,1.093111046
155,Int 0155,Observado,4,28.61666667,36.626625,3.531899361,0.714390442
155,Int 0155,Observado,5,5.177777778,17.35495833,2.101762689,0.399735154
155,Int 0155,Observado,6,7.247222222,12.30653611,1.467662446,0.28454874
155,Int 0155,Observado,7,4.7375,11.25750417,1.131640853,0.209429226
155,Int 0155,Observado,8,10.70138889,13.59453472,0.897976257,0.159166527
155,Int 0155,Observado,9,9.744444444,15.86543472,0.636750662,0.109473005
155,Int 0155,Observado,10,13.475,18.57343472,0.559960906,0.090300101
155,Int 0155,Observado,11,57.88333333,38.06491111,2.057672385,0.391643467
155,Int 0155,Observado,12,61.52638889,52.74076389,1.882164403,0.358973237
157,Int 0157,Observado,1,144.4569444,80.69093056,25.06312785,11.66789465
157,Int 0157,Observado,2,140.0819444,73.2379375,39.01080069,21.25775354
157,Int 0157,Observado,3,99.50902778,69.48965278,33.43185153,17.08036325
157,Int 0157,Observado,4,49.65763889,47.21071528,20.34561998,10.27732269
157,Int 0157,Observado,5,6.254861111,21.97311806,7.959325896,3.769344141
157,Int 0157,Observado,6,7.7125,14.64153472,5.331756026,2.59131909
157,Int 0157,Observado,7,7.030555556,14.18147917,4.062921069,1.890033105
157,Int 0157,Observado,8,13.52222222,16.50022014,3.264709545,1.499591301
157,Int 0157,Observado,9,24.66944444,23.64474306,3.034126164,1.553216101
157,Int 0157,Observado,10,26.49444444,29.53288194,2.741504612,1.338387034
157,Int 0157,Observado,11,64.89861111,43.62331389,6.208136896,2.939998464
157,Int 0157,Observado,12,90.75972222,62.45052778,7.517630903,3.645649498
179,Int Ramis,Observado,1,129.0722222,86.96309444,8.912204294,186.7710932
179,Int Ramis,Observado,2,105.5933333,75.37766111,11.40639675,212.1996524
179,Int Ramis,Observado,3,94.07388889,74.28631111,14.47921492,209.6187007
179,Int Ramis,Observado,4,36.68666667,57.64516667,8.090052706,122.9642907
179,Int Ramis,Observado,5,9.443333333,43.65395556,4.64500503,51.17886559
179,Int Ramis,Observado,6,5.588333333,34.61981111,3.187991182,31.3925037
179,Int Ramis,Observado,7,2.925,34.64653333,2.385932905,20.75957867
179,Int Ramis,Observado,8,8.662777778,38.98977222,1.820170166,13.93096702
179,Int Ramis,Observado,9,22.06111111,45.46298889,1.516483719,10.87440478
179,Int Ramis,Observado,10,50.50888889,58.48103333,2.016558275,19.49009175
179,Int Ramis,Observado,11,60.89055556,64.21023333,2.387826344,44.99194386
179,Int Ramis,Observado,12,107.0488889,77.53315,3.761887506,94.70577151
16,Cuenca Ilave,Observado,1,141.4448889,75.03297144,23.85330563,62.74642294
16,Cuenca Ilave,Observado,2,136.2666667,68.77509667,40.20477703,122.1520688
16,Cuenca Ilave,Observado,3,95.26966667,65.336522,34.35769258,99.19287455
16,Cuenca Ilave,Observado,4,44.64777778,43.24106933,18.98334078,59.15275755
16,Cuenca Ilave,Observado,5,4.949111111,18.76171567,8.33963323,26.09394658
16,Cuenca Ilave,Observado,6,2.875222222,10.91388706,5.16946043,15.72057002
16,Cuenca Ilave,Observado,7,3.169888889,9.745845667,3.935590384,11.13352098
16,Cuenca Ilave,Observado,8,11.15677778,12.35942356,3.366423843,8.429713871
16,Cuenca Ilave,Observado,9,13.32077778,15.56631722,2.513395404,6.032089696
16,Cuenca Ilave,Observado,10,19.16911111,20.93653822,2.199236897,4.810817437
16,Cuenca Ilave,Observado,11,43.65944444,32.53824044,3.770611717,8.749396846
16,Cuenca Ilave,Observado,12,83.21355556,52.98971233,6.539855745,15.17249896
176,Cuenca Coata,Observado,1,149.1109259,83.17448704,35.66165596,59.31979211
176,Cuenca Coata,Observado,2,142.2059259,73.58477593,45.17099359,87.02843271
176,Cuenca Coata,Observado,3,128.5909259,73.42557963,48.2883113,93.73122133
176,Cuenca Coata,Observado,4,49.97555556,49.33809259,23.45603669,53.67864176
176,Cuenca Coata,Observado,5,5.663703704,21.20770556,8.406626044,18.09320668
176,Cuenca Coata,Observado,6,3.023888889,11.97385944,5.291123904,10.96840287
176,Cuenca Coata,Observado,7,2.208518519,10.24474315,3.982863809,7.772395204
176,Cuenca Coata,Observado,8,7.664814815,12.73369389,3.2404452,5.664034615
176,Cuenca Coata,Observado,9,11.78018519,15.46181093,2.617989709,4.197062783
176,Cuenca Coata,Observado,10,34.93851852,27.63416296,4.34307754,6.140619512
176,Cuenca Coata,Observado,11,65.96074074,42.16609926,9.291364969,13.21172846
176,Cuenca Coata,Observado,12,112.7618519,65.34319259,17.61616848,25.51313781
19,Cuenca Azángaro,Observado,1,151.717037,84.22807407,39.06375519,115.1926165
19,Cuenca Azángaro,Observado,2,115.2922222,71.82842407,35.4131113,123.5155682
19,Cuenca Azángaro,Observado,3,104.9005556,71.80399815,33.94861713,107.7500448
19,Cuenca Azángaro,Observado,4,49.99592593,51.94766296,18.87238813,65.87548519
19,Cuenca Azángaro,Observado,5,16.6512963,27.93486111,9.839819141,32.99456452
19,Cuenca Azángaro,Observado,6,8.340555556,16.70938333,6.354972794,21.01638241
19,Cuenca Azángaro,Observado,7,4.244444444,12.88171611,4.357082073,13.6159741
19,Cuenca Azángaro,Observado,8,9,14.47211667,3.290332031,9.130005735
19,Cuenca Azángaro,Observado,9,24.57814815,22.34650722,3.203579459,7.423039095
19,Cuenca Azángaro,Observado,10,59.82333333,42.66688389,5.791013118,12.08054265
19,Cuenca Azángaro,Observado,11,81.64074074,57.43693463,10.54034732,24.83024389
19,Cuenca Azángaro,Observado,12,140.8883333,76.38319815,24.8006357,60.10426254
148,Cuenca Ushusuma,Observado,1,85.09444444,50.42861389,9.559000605,1.26260973
148,Cuenca Ushusuma,Observado,2,85.16666667,49.61991111,20.470715,3.030545395
148,Cuenca Ushusuma,Observado,3,53.875,44.60391667,14.6920825,1.985104967
148,Cuenca Ushusuma,Observado,4,11.025,21.29870556,3.698242528,0.49736672
148,Cuenca Ushusuma,Observado,5,0.994444444,9.260313889,1.168115719,0.134125758
148,Cuenca Ushusuma,Observado,6,1.447222222,6.351575,0.624955964,0.070453764
148,Cuenca Ushusuma,Observado,7,1.475,5.135486111,0.493743796,0.052053304
148,Cuenca Ushusuma,Observado,8,1.694444444,4.243130556,0.340536795,0.031060077
148,Cuenca Ushusuma,Observado,9,0.894444444,3.662897222,0.231220617,0.015959968
148,Cuenca Ushusuma,Observado,10,3.313888889,5.220961111,0.217414468,0.011659655
148,Cuenca Ushusuma,Observado,11,6.280555556,7.980316667,0.316681264,0.025221869
148,Cuenca Ushusuma,Observado,12,34.72777778,20.96043333,1.539901737,0.173105408
146,Cuenca Caño,Observado,1,107.0027778,58.54407222,17.81898449,2.02655206
146,Cuenca Caño,Observado,2,111.9472222,56.63771667,37.56790239,4.68450768
146,Cuenca Caño,Observado,3,51.925,47.98299444,12.228679,1.390695271
146,Cuenca Caño,Observado,4,13.50833333,23.50972222,3.399934861,0.399351806
146,Cuenca Caño,Observado,5,0.686111111,9.457908333,1.682875553,0.191165488
146,Cuenca Caño,Observado,6,1.358333333,6.160002778,1.103507197,0.129469794
146,Cuenca Caño,Observado,7,1.527777778,5.12645,0.839314177,0.095229931
146,Cuenca Caño,Observado,8,1.930555556,4.306447222,0.639974333,0.072493514
146,Cuenca Caño,Observado,9,0.847222222,3.941930556,0.427085213,0.049843712
146,Cuenca Caño,Observado,10,4.038888889,6.220813889,0.370463804,0.041716253
146,Cuenca Caño,Observado,11,8.866666667,10.18008889,0.42400837,0.049373107
146,Cuenca Caño,Observado,12,41.43055556,26.09428611,2.571661732,0.291926968
144,Cuenca Mauri,Observado,1,102.025,56.94604376,17.52293583,12.4929321
144,Cuenca Mauri,Observado,2,94.62962963,52.05451474,28.77384733,22.25417809
144,Cuenca Mauri,Observado,3,62.8375,47.92788459,18.36983037,13.77359297
144,Cuenca Mauri,Observado,4,17.93009259,24.99171794,6.243562042,4.520364253
144,Cuenca Mauri,Observado,5,1.64537037,9.851009721,2.604433394,1.517144481
144,Cuenca Mauri,Observado,6,1.516666667,5.749102102,1.661810823,0.919034698
144,Cuenca Mauri,Observado,7,1.823148148,5.113216446,1.297562203,0.670467977
144,Cuenca Mauri,Observado,8,2.656481481,4.655860954,0.976606161,0.43993706
144,Cuenca Mauri,Observado,9,1.370833333,4.068809467,0.64888605,0.232777679
144,Cuenca Mauri,Observado,10,6.175,7.240806667,0.648013997,0.18035451
144,Cuenca Mauri,Observado,11,20.82222222,15.3542836,1.903907178,0.996562023
144,Cuenca Mauri,Observado,12,49.99768519,31.80840584,5.475069748,3.302166027
152,Cuenca Mauri Chico,Observado,1,116.1729167,69.86242222,7.665665569,2.320612219
152,Cuenca Mauri Chico,Observado,2,95.5375,64.307875,11.76239667,4.146564964
152,Cuenca Mauri Chico,Observado,3,53.25069444,55.42269444,8.118792188,2.821561041
152,Cuenca Mauri Chico,Observado,4,30.98472222,36.60959097,5.23771123,1.894849764
152,Cuenca Mauri Chico,Observado,5,4.504166667,16.24290764,2.982752901,1.024413843
152,Cuenca Mauri Chico,Observado,6,4.272916667,9.941322917,1.916450526,0.654445545
152,Cuenca Mauri Chico,Observado,7,3.004861111,8.764316667,1.436451404,0.465633243
152,Cuenca Mauri Chico,Observado,8,4.766666667,9.077208333,1.060821113,0.323437746
152,Cuenca Mauri Chico,Observado,9,4.794444444,9.70724375,0.745009631,0.213789082
152,Cuenca Mauri Chico,Observado,10,26.37291667,21.77659028,1.069081894,0.299258821
152,Cuenca Mauri Chico,Observado,11,41.20694444,32.41480486,1.951664465,0.622353457
152,Cuenca Mauri Chico,Observado,12,52.17569444,43.8738,2.115845368,0.655766318
13156,Cuenca Caplina,Observado,1,16.975,14.42383963,0.256520844,0.010803907
13156,Cuenca Caplina,Observado,2,17.91388889,16.24272799,0.347472771,0.019581517
13156,Cuenca Caplina,Observado,3,10.88611111,12.89163092,0.228870425,0.008003614
13156,Cuenca Caplina,Observado,4,0.986111111,3.005604292,0.023662152,0
13156,Cuenca Caplina,Observado,5,0.405555556,0.567907528,0.004559452,0
13156,Cuenca Caplina,Observado,6,0.619444444,0.618438866,0.001784721,0
13156,Cuenca Caplina,Observado,7,0.925,0.880716688,0.011761251,0.000370618
13156,Cuenca Caplina,Observado,8,0.916666667,0.969141316,0.003491968,0
13156,Cuenca Caplina,Observado,9,0.738888889,0.726066771,0.004465104,0
13156,Cuenca Caplina,Observado,10,0.502777778,0.440439276,0.001883094,0
13156,Cuenca Caplina,Observado,11,0.508333333,0.567580344,0.005595607,0
13156,Cuenca Caplina,Observado,12,4.947222222,4.042224569,0.041502076,9.35E-05
13714,Cuenca Atico,Observado,1,6.315740741,5.811496295,0.059093249,0.000477258
13714,Cuenca Atico,Observado,2,6.376851852,5.910540913,0.160027033,0.021024091
13714,Cuenca Atico,Observado,3,1.603703704,1.927517634,0.079308193,0
13714,Cuenca Atico,Observado,4,0.594444444,0.663494651,0.042905637,8.34E-06
13714,Cuenca Atico,Observado,5,0.092592593,0.188086344,0.023568076,0
13714,Cuenca Atico,Observado,6,0.105555556,0.162259599,0.013930735,0
13714,Cuenca Atico,Observado,7,0.259259259,0.288685082,0.012460599,6.65E-05
13714,Cuenca Atico,Observado,8,0.22962963,0.234167967,0.008269467,0
13714,Cuenca Atico,Observado,9,0.181481481,0.181219146,0.005995942,0
13714,Cuenca Atico,Observado,10,0.132407407,0.132866446,0.00404962,0
13714,Cuenca Atico,Observado,11,0.325,0.324155196,0.003662238,0
13714,Cuenca Atico,Observado,12,0.653703704,0.624707817,0.007464562,0.000220207
13712,Cuenca Pescadores - Caraveli,Observado,1,11.27685185,9.821413855,0.180844355,0.048028705
13712,Cuenca Pescadores - Caraveli,Observado,2,12.34814815,11.05665901,0.507070113,0.147574008
13712,Cuenca Pescadores - Caraveli,Observado,3,6.175,6.336795248,0.367285235,0.066700616
13712,Cuenca Pescadores - Caraveli,Observado,4,2.341666667,2.51306079,0.383247701,0.118825698
13712,Cuenca Pescadores - Caraveli,Observado,5,0.134259259,0.472455934,0.171948527,0.021652542
13712,Cuenca Pescadores - Caraveli,Observado,6,0.043518519,0.218651814,0.103802245,0.008296614
13712,Cuenca Pescadores - Caraveli,Observado,7,0.186111111,0.30936448,0.067865185,0.001009179
13712,Cuenca Pescadores - Caraveli,Observado,8,0.143518519,0.21006115,0.044157418,0
13712,Cuenca Pescadores - Caraveli,Observado,9,0.203703704,0.224591447,0.029410961,0
13712,Cuenca Pescadores - Caraveli,Observado,10,0.236111111,0.238174349,0.021840956,0
13712,Cuenca Pescadores - Caraveli,Observado,11,0.233333333,0.234824944,0.015256766,0
13712,Cuenca Pescadores - Caraveli,Observado,12,1.691666667,1.45891863,0.022905784,0.002036559
137156,Cuenca Chala,Observado,1,12.39055556,9.573298917,1.108410795,0.44175909
137156,Cuenca Chala,Observado,2,11.96111111,9.64615872,1.987741615,0.862016021
137156,Cuenca Chala,Observado,3,2.226111111,2.605382558,0.58939886,0.201962243
137156,Cuenca Chala,Observado,4,0.880555556,1.005814823,0.305625748,0.109910331
137156,Cuenca Chala,Observado,5,0.368333333,0.4612954,0.175680394,0.057006815
137156,Cuenca Chala,Observado,6,0.258888889,0.301744785,0.106227912,0.03030362
137156,Cuenca Chala,Observado,7,0.426666667,0.428339448,0.088549952,0.018840825
137156,Cuenca Chala,Observado,8,0.397222222,0.383983358,0.059825886,0.00852385
137156,Cuenca Chala,Observado,9,0.322777778,0.306599865,0.041080272,0.003702831
137156,Cuenca Chala,Observado,10,0.147777778,0.148487233,0.027212974,0.000477631
137156,Cuenca Chala,Observado,11,0.632777778,0.612065378,0.037491194,0.000772614
137156,Cuenca Chala,Observado,12,0.482222222,0.464733885,0.026291321,0
137154,Cuenca Cháparra,Observado,1,20.15092593,14.38512666,1.532650102,0.44588661
137154,Cuenca Cháparra,Observado,2,19.56851852,15.24191387,2.57422667,0.850405644
137154,Cuenca Cháparra,Observado,3,6.543518519,7.485003269,1.569782093,0.334163
137154,Cuenca Cháparra,Observado,4,1.690740741,2.166359099,0.897211661,0.172952206
137154,Cuenca Cháparra,Observado,5,0.236111111,0.569282669,0.525744513,0.079165499
137154,Cuenca Cháparra,Observado,6,0.210185185,0.404929665,0.316676853,0.038319388
137154,Cuenca Cháparra,Observado,7,0.400925926,0.518215665,0.225780739,0.018727089
137154,Cuenca Cháparra,Observado,8,0.298148148,0.345085724,0.150824439,0.007849612
137154,Cuenca Cháparra,Observado,9,0.244444444,0.25212197,0.104389355,0.002268843
137154,Cuenca Cháparra,Observado,10,0.262037037,0.252587328,0.077287381,2.46E-06
137154,Cuenca Cháparra,Observado,11,0.619444444,0.611521227,0.061766698,9.47E-06
137154,Cuenca Cháparra,Observado,12,1.792592593,1.662289309,0.077360204,0.000777867
13719,Int 13719,Observado,1,4.918333333,4.696900886,0.044267718,0.008104811
13719,Int 13719,Observado,2,4.326111111,4.309918782,0.060076703,0.011270516
13719,Int 13719,Observado,3,2.040555556,2.105379906,0.036739986,3.79E-05
13719,Int 13719,Observado,4,0.616111111,0.635107688,0.013432696,0
13719,Int 13719,Observado,5,0.144444444,0.151346956,0.003370344,0
13719,Int 13719,Observado,6,0.083333333,0.08299039,0.001548483,0
13719,Int 13719,Observado,7,0.197777778,0.198272953,0.002324714,0
13719,Int 13719,Observado,8,0.12,0.118499321,0.001331088,0
13719,Int 13719,Observado,9,0.099444444,0.099577497,0.000866101,0
13719,Int 13719,Observado,10,0.115,0.11202818,0.000924208,0
13719,Int 13719,Observado,11,0.117777778,0.118812238,0.000812085,0
13719,Int 13719,Observado,12,0.723888889,0.70485114,0.003855732,0
13751,Int 13751,Observado,1,2.181111111,2.130315852,0.004441054,0
13751,Int 13751,Observado,2,2.170555556,2.170059974,0.009594116,0
13751,Int 13751,Observado,3,1.012777778,1.038837417,0.005903344,0
13751,Int 13751,Observado,4,0.046111111,0.051421806,0.001163481,0
13751,Int 13751,Observado,5,0.037777778,0.037975465,0.000178437,0
13751,Int 13751,Observado,6,0.124444444,0.123319623,6.98E-05,0
13751,Int 13751,Observado,7,0.079444444,0.080013649,5.22E-05,0
13751,Int 13751,Observado,8,0.021666667,0.022373224,2.57E-05,0
13751,Int 13751,Observado,9,0.019444444,0.01950733,1.61E-05,0
13751,Int 13751,Observado,10,0.043888889,0.043295035,2.60E-05,0
13751,Int 13751,Observado,11,0.102777778,0.103240611,0.000182342,0
13751,Int 13751,Observado,12,0.261111111,0.259508664,0.000228073,0
137534,Cuenca Topará,Observado,1,8.047222222,7.690743597,0.157817783,0.001010431
137534,Cuenca Topará,Observado,2,8.544444444,8.373920213,0.217808611,0.003932491
137534,Cuenca Topará,Observado,3,15.00555556,14.46183191,0.376459389,0.012276001
137534,Cuenca Topará,Observado,4,2.388888889,2.600662095,0.134740389,0.000295309
137534,Cuenca Topará,Observado,5,0.144444444,0.185227969,0.016994114,0
137534,Cuenca Topará,Observado,6,0.119444444,0.135973462,0.001785385,0
137534,Cuenca Topará,Observado,7,0.1,0.113073873,0.000461644,0
137534,Cuenca Topará,Observado,8,0.213888889,0.210859143,0.001895357,0
137534,Cuenca Topará,Observado,9,0.080555556,0.080646222,0.001017882,0
137534,Cuenca Topará,Observado,10,0.436111111,0.421646928,0.002981986,0
137534,Cuenca Topará,Observado,11,0.788888889,0.782539483,0.009482742,0
137534,Cuenca Topará,Observado,12,4.136111111,3.968438862,0.05382897,8.34E-08
46648,Cuenca Inambari,Observado,1,403.1233229,61.74882217,282.2095215,1922.315233
46648,Cuenca Inambari,Observado,2,461.1292453,61.75278787,350.9985146,2604.174569
46648,Cuenca Inambari,Observado,3,295.0383124,71.12027458,262.489794,1895.837097
46648,Cuenca Inambari,Observado,4,140.068501,53.00583281,152.6278901,1161.306204
46648,Cuenca Inambari,Observado,5,67.58485325,29.93987392,86.48172348,647.8579749
46648,Cuenca Inambari,Observado,6,55.44753669,17.62616942,66.29969486,486.2010185
46648,Cuenca Inambari,Observado,7,47.89030398,18.0003515,54.39091698,383.9026882
46648,Cuenca Inambari,Observado,8,55.75487421,22.27351053,45.46886955,310.7836918
46648,Cuenca Inambari,Observado,9,81.32557652,31.37108046,51.29623061,369.3460185
46648,Cuenca Inambari,Observado,10,181.2210168,51.56850381,90.14895624,600.6601254
46648,Cuenca Inambari,Observado,11,189.4415618,54.28358148,115.7218206,814.1257407
46648,Cuenca Inambari,Observado,12,348.9051363,63.84695488,208.5379384,1377.409588
1375511,Int 1375511,Observado,1,1.966666667,1.900610703,0.021395573,0
1375511,Int 1375511,Observado,2,1.859259259,1.858521285,0.030118902,0
1375511,Int 1375511,Observado,3,1.608333333,1.591812742,0.027469955,1.35E-05
1375511,Int 1375511,Observado,4,0.161111111,0.162080118,0.005796527,0
1375511,Int 1375511,Observado,5,0.042592593,0.042578567,0.001232502,0
1375511,Int 1375511,Observado,6,0.126851852,0.124942069,0.001839967,0
1375511,Int 1375511,Observado,7,0.062962963,0.062826965,0.000649404,0
1375511,Int 1375511,Observado,8,0.183333333,0.179449665,0.001993647,0
1375511,Int 1375511,Observado,9,0.032407407,0.033544539,0.000746971,0
1375511,Int 1375511,Observado,10,0.121296296,0.119762192,0.000685602,0
1375511,Int 1375511,Observado,11,0.340740741,0.338472837,0.002580817,0
1375511,Int 1375511,Observado,12,0.587037037,0.582055406,0.002336822,0
46644,Cuenca Tambopata,Observado,1,413.9559432,70.41686693,294.4128114,1600.853674
46644,Cuenca Tambopata,Observado,2,416.9941214,65.39778101,319.1804193,1872.124795
